County Name,Facility_Name,Full_Address,State,Total
PHILLIPS,HELENA REGIONAL MEDICAL CENTER,"1801 MARTIN LUTHER KING JR DRIVE,HELENA,PHILLIPS,AR",AR,7453
UNION,MEDICAL CENTER OF SOUTH ARKANSAS,"700 WEST GROVE STREET,EL DORADO,UNION,AR",AR,1667751
PULASKI,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE,LITTLE ROCK,PULASKI,AR",AR,160364
INDEPENDENCE,WHITE RIVER MEDICAL CENTER,"1710 HARRISON STREET,BATESVILLE,INDEPENDENCE,AR",AR,3652
GARLAND,LEVI HOSPITAL,"300 PROSPECT AVE,HOT SPRINGS,GARLAND,AR",AR,18647
PULASKI,"ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD,LITTLE ROCK,PULASKI,AR",AR,160364
PULASKI,ST VINCENT MEDICAL CENTER/NORTH,"2215 WILDWOOD AVENUE,SHERWOOD,PULASKI,AR",AR,160364
PULASKI,ARKANSAS SURGICAL HOSPITAL,"5201 NORTH SHORE DRIVE,NO LITTLE ROCK,PULASKI,AR",AR,160364
WASHINGTON,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,"3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,WASHINGTON,AR",AR,711487
HEMPSTEAD,WADLEY REGIONAL MEDICAL CENTER AT HOPE,"2001 SOUTH MAIN,HOPE,HEMPSTEAD,AR",AR,3162
FAULKNER,BAPTIST HEALTH MEDICAL CENTER-CONWAY,"1555 EXCHANGE AVENUE,CONWAY,FAULKNER,AR",AR,25858
LOGAN,NORTH LOGAN MERCY HOSPITAL,"500 EAST ACADEMY,PARIS,LOGAN,AR",AR,74107
YELL,DARDANELLE HOSPITAL,"200 NORTH THIRD STREET,DARDANELLE,YELL,AR",AR,27854
FRANKLIN,MERCY HOSPITAL OZARK,"801 WEST RIVER STREET,OZARK,FRANKLIN,AR",AR,987750
SCOTT,MERCY HOSPITAL WALDRON,"1341 WEST SIXTH STREET,WALDRON,SCOTT,AR",AR,176035
BAXTER,"IZARD COUNTY MEDICAL CENTER, LLC","61 GRASSE STREET,CALICO ROCK,BAXTER,AR",AR,1364
DESHA,MCGEHEE HOSPITAL,"900 SOUTH THIRD STREET,MCGEHEE,DESHA,AR",AR,3150
LAWRENCE,LAWRENCE MEMORIAL HOSPITAL,"1309 WEST MAIN STREET,WALNUT RIDGE,LAWRENCE,AR",AR,66787
STONE,STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET,MOUNTAIN VIEW,STONE,AR",AR,5998
HOWARD,HOWARD MEMORIAL HOSPITAL,"130 MEDICAL CIRCLE,NASHVILLE,HOWARD,AR",AR,232354
VAN BUREN,OZARK HEALTH,"2500 HIGHWAY 65 SOUTH,CLINTON,VAN BUREN,AR",AR,20284
ARKANSAS,"DEWITT HOSPITAL & NURSING HOME, INC","1641 WHITEHEAD DRIVE,DE WITT,ARKANSAS,AR",AR,1823
MISSISSIPPI,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,"611 WEST LEE AVENUE,OSCEOLA,MISSISSIPPI,AR",AR,15812
DALLAS,DALLAS COUNTY MEDICAL CENTER,"201 CLIFTON STREET,FORDYCE,DALLAS,AR",AR,1465084
LOGAN,MERCY HOSPITAL BOONEVILLE,"880 WEST MAIN,BOONEVILLE,LOGAN,AR",AR,74107
LITTLE RIVER,LITTLE RIVER MEMORIAL HOSPITAL,"451 WEST LOCKE STREET,ASHDOWN,LITTLE RIVER,AR",AR,1865
FULTON,FULTON COUNTY HOSPITAL,"679 NORTH MAIN STREET,SALEM,FULTON,AR",AR,574345
ASHLEY,ASHLEY COUNTY MEDICAL CENTER,"1015 UNITY ROAD,CROSSETT,ASHLEY,AR",AR,4188
DESHA,DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH,DUMAS,DESHA,AR",AR,3150
BRADLEY,BRADLEY COUNTY MEDICAL CENTER,"404 SOUTH BRADLEY STREET,WARREN,BRADLEY,AR",AR,34149
BENTON,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,"1101 JACKSON STREET SW,GRAVETTE,BENTON,AR",AR,266605
PULASKI,ARKANSAS CHILDRENS HOSPITAL,"1 CHILDREN'S WAY, SLOT 301,LITTLE ROCK,PULASKI,AR",AR,160364
WASHINGTON,"ARKANSAS CHILDREN'S NORTHWEST, INC","2601 GENE GEORGE BOULEVARD,SPRINGDALE,WASHINGTON,AR",AR,711487
WASHINGTON,VANTAGE POINT OF NORTHWEST ARKANSAS,"4253 CROSSOVER ROAD,FAYETTEVILLE,WASHINGTON,AR",AR,711487
PULASKI,"BRIDGEWAY INC, THE","21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,PULASKI,AR",AR,160364
SEBASTIAN,VALLEY BEHAVIORAL HEALTH SYSTEM,"10301 MAYO DRIVE,BARLING,SEBASTIAN,AR",AR,22810
SALINE,RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,"100 RIVENDELL DRIVE,BENTON,SALINE,AR",AR,88009
PULASKI,ARKANSAS STATE HOSPITAL,"305 S PALM STREET,LITTLE ROCK,PULASKI,AR",AR,160364
PULASKI,UNITED METHODIST BEHAVIORAL HOSPITAL,"1601 MURPHY DRIVE,MAUMELLE,PULASKI,AR",AR,160364
WASHINGTON,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,"1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,WASHINGTON,AR",AR,711487
MILLER,RIVERVIEW BEHAVIORAL HEALTH,"701 ARKANSAS BOULEVARD SUITE 300,TEXARKANA,MILLER,AR",AR,14155
FAULKNER,CONWAY BEHAVIORAL HEALTH,"2255 STURGIS ROAD,CONWAY,FAULKNER,AR",AR,25858
ALAMEDA,ST ROSE HOSPITAL,"27200 CALAROGA AVE,HAYWARD,ALAMEDA,CA",CA,396526
HUMBOLDT,ST JOSEPH HOSPITAL,"2700 DOLBEER ST,EUREKA,HUMBOLDT,CA",CA,19953
SAN MATEO,PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE,BURLINGAME,SAN MATEO,CA",CA,234140
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVENUE,SAN FRANCISCO,SAN FRANCISCO,CA",CA,274854
NAPA,QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST,NAPA,NAPA,CA",CA,19615
NAPA,ADVENTIST HEALTH ST HELENA,"10 WOODLAND ROAD,SAINT HELENA,NAPA,CA",CA,19615
AMADOR,SUTTER AMADOR HOSPITAL,"200 MISSION BLVD,JACKSON,AMADOR,CA",CA,1682
SACRAMENTO,MERCY GENERAL HOSPITAL,"4001 J ST,SACRAMENTO,SACRAMENTO,CA",CA,226420
RIVERSIDE,RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE,RIVERSIDE,RIVERSIDE,CA",CA,1082836
SAN DIEGO,PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST,NATIONAL CITY,SAN DIEGO,CA",CA,929844
SAN DIEGO,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,"200 WEST ARBOR DRIVE,SAN DIEGO,SAN DIEGO,CA",CA,929844
SAN DIEGO,GROSSMONT HOSPITAL,"5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,SAN DIEGO,CA",CA,929844
HUMBOLDT,MAD RIVER COMMUNITY HOSPITAL,"3800 JANES RD,ARCATA,HUMBOLDT,CA",CA,19953
BUTTE,OROVILLE HOSPITAL,"2767 OLIVE HIGHWAY,OROVILLE,BUTTE,CA",CA,11262
KERN,BAKERSFIELD MEMORIAL HOSPITAL,"420 34TH ST,BAKERSFIELD,KERN,CA",CA,291380
SANTA CLARA,SANTA CLARA VALLEY MEDICAL CENTER,"751 SOUTH BASCOM AVENUE,SAN JOSE,SANTA CLARA,CA",CA,364351
BUTTE,ENLOE MEDICAL CENTER,"1531 ESPLANADE,CHICO,BUTTE,CA",CA,11262
LOS ANGELES,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,"14445 OLIVE VIEW DRIVE,SYLMAR,LOS ANGELES,CA",CA,6443150
TEHAMA,ST ELIZABETH COMMUNITY HOSPITAL,"2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,TEHAMA,CA",CA,3211
ALAMEDA,ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE,OAKLAND,ALAMEDA,CA",CA,396526
IMPERIAL,EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE,EL CENTRO,IMPERIAL,CA",CA,310214
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,"1101 VAN NESS AVENUE,SAN FRANCISCO,SAN FRANCISCO,CA",CA,274854
RIVERSIDE,SAN GORGONIO MEMORIAL HOSPITAL,"600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,RIVERSIDE,CA",CA,1082836
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,"3555 CESAR CHAVEZ STREET,SAN FRANCISCO,SAN FRANCISCO,CA",CA,274854
LOS ANGELES,ANTELOPE VALLEY HOSPITAL,"1600 W AVE J,LANCASTER,LOS ANGELES,CA",CA,6443150
TULARE,KAWEAH DELTA MEDICAL CENTER,"400 W MINERAL KING AVE,VISALIA,TULARE,CA",CA,249411
LOS ANGELES,GLENDALE MEM HOSPITAL & HLTH CENTER,"1420 S CENTRAL AVE,GLENDALE,LOS ANGELES,CA",CA,6443150
FRESNO,COMMUNITY REGIONAL MEDICAL CENTER,"2823 FRESNO STREET,FRESNO,FRESNO,CA",CA,292011
LOS ANGELES,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE,LOS ANGELES,LOS ANGELES,CA",CA,6443150
STANISLAUS,OAK VALLEY HOSPITAL DISTRICT,"350 S OAK AVE,OAKDALE,STANISLAUS,CA",CA,148760
ORANGE,ST JOSEPH HOSPITAL,"1100 WEST STEWART DR,ORANGE,ORANGE,CA",CA,2564493
SAN MATEO,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,"1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,SAN MATEO,CA",CA,234140
SANTA CLARA,KAISER FOUNDATION HOSPITAL-SANTA CLARA,"700 LAWRENCE EXPRESSWAY,SANTA CLARA,SANTA CLARA,CA",CA,364351
SOLANO,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,"975 SERENO DR,VALLEJO,SOLANO,CA",CA,82156
ALAMEDA,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,"275 WEST MACARTHUR BOULEVARD,OAKLAND,ALAMEDA,CA",CA,396526
SAN FRANCISCO,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,"2425 GEARY BLVD,SAN FRANCISCO,SAN FRANCISCO,CA",CA,274854
SAN DIEGO,SCRIPPS MERCY HOSPITAL,"4077 5TH AVE,SAN DIEGO,SAN DIEGO,CA",CA,929844
LOS ANGELES,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,"1300 W 7TH ST,SAN PEDRO,LOS ANGELES,CA",CA,6443150
VENTURA,ST JOHNS REGIONAL MEDICAL CENTER,"1600 N ROSE AVE,OXNARD,VENTURA,CA",CA,171162
SAN JOAQUIN,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,"1800 N CALIFORNIA ST,STOCKTON,SAN JOAQUIN,CA",CA,214140
SAN BERNARDINO,COMMUNITY HOSPITAL OF SAN BERNARDINO,"1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,SAN BERNARDINO,CA",CA,753920
SONOMA,SONOMA VALLEY HOSPITAL,"347 ANDRIEUX ST,SONOMA,SONOMA,CA",CA,74387
LOS ANGELES,COMMUNITY HOSPITAL OF HUNTINGTON PARK,"2623 E SLAUSON AVE,HUNTINGTON PARK,LOS ANGELES,CA",CA,6443150
FRESNO,SAINT AGNES MEDICAL CENTER,"1303 E HERNDON AVE,FRESNO,FRESNO,CA",CA,292011
LOS ANGELES,"WEST COVINA MEDICAL CENTER, INC","725 S ORANGE AVE,WEST COVINA,LOS ANGELES,CA",CA,6443150
SAN BERNARDINO,SAN ANTONIO REGIONAL HOSPITAL,"999 SAN BERNARDINO ROAD,UPLAND,SAN BERNARDINO,CA",CA,753920
SAN DIEGO,SHARP MEMORIAL HOSPITAL,"7901 FROST ST,SAN DIEGO,SAN DIEGO,CA",CA,929844
SOLANO,SUTTER SOLANO MEDICAL CENTER,"300 HOSPITAL DR,VALLEJO,SOLANO,CA",CA,82156
RIVERSIDE,"DOCTORS HOSPITAL OF RIVERSIDE, LLC","3865 JACKSON STREET,RIVERSIDE,RIVERSIDE,CA",CA,1082836
LOS ANGELES,WHITE MEMORIAL MEDICAL CENTER,"1720 E CESAR AVENUE,LOS ANGELES,LOS ANGELES,CA",CA,6443150
LOS ANGELES,SAINT FRANCIS MEDICAL CENTER,"3630 EAST IMPERIAL HIGHWAY,LYNWOOD,LOS ANGELES,CA",CA,6443150
SANTA BARBARA,MARIAN REGIONAL MEDICAL CENTER,"1400 E CHURCH ST,SANTA MARIA,SANTA BARBARA,CA",CA,194237
SACRAMENTO,"SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE,SACRAMENTO,SACRAMENTO,CA",CA,226420
SANTA BARBARA,LOMPOC VALLEY MEDICAL CENTER,"1515 E OCEAN AVENUE,LOMPOC,SANTA BARBARA,CA",CA,194237
LOS ANGELES,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,"1250 16TH STREET,SANTA MONICA,LOS ANGELES,CA",CA,6443150
SAN MATEO,SAN MATEO MEDICAL CENTER,"222 W 39TH AVE,SAN MATEO,SAN MATEO,CA",CA,234140
SAN DIEGO,PALOMAR HEALTH DOWNTOWN CAMPUS,"555 EAST VALLEY PARKWAY,ESCONDIDO,SAN DIEGO,CA",CA,929844
LOS ANGELES,NORTHRIDGE HOSPITAL MEDICAL CENTER,"18300 ROSCOE BLVD,NORTHRIDGE,LOS ANGELES,CA",CA,6443150
SAN JOAQUIN,DOCTORS HOSPITAL OF MANTECA,"1205 E NORTH STREET,MANTECA,SAN JOAQUIN,CA",CA,214140
KINGS,ADVENTIST HEALTH HANFORD,"115 MALL DRIVE,HANFORD,KINGS,CA",CA,5676607
SAN JOAQUIN,DAMERON HOSPITAL,"525 WEST ACACIA STREET,STOCKTON,SAN JOAQUIN,CA",CA,214140
LOS ANGELES,USC VERDUGO HILLS HOSPITAL,"1812 VERDUGO BLVD,GLENDALE,LOS ANGELES,CA",CA,6443150
SANTA CLARA,REGIONAL MEDICAL CENTER OF SAN JOSE,"225 N JACKSON AVENUE,SAN JOSE,SANTA CLARA,CA",CA,364351
LOS ANGELES,VALLEY PRESBYTERIAN HOSPITAL,"15107 VANOWEN ST,VAN NUYS,LOS ANGELES,CA",CA,6443150
YOLO,WOODLAND MEMORIAL HOSPITAL,"1325 COTTONWOOD STREET,WOODLAND,YOLO,CA",CA,35532
SAN DIEGO,TRI-CITY MEDICAL CENTER,"4002 VISTA WAY,OCEANSIDE,SAN DIEGO,CA",CA,929844
SAN BERNARDINO,ST BERNARDINE MEDICAL CENTER,"2101 N WATERMAN AVE,SAN BERNARDINO,SAN BERNARDINO,CA",CA,753920
MARIN,NOVATO COMMUNITY HOSPITAL,"180 ROWLAND WAY,NOVATO,MARIN,CA",CA,97969
LOS ANGELES,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE,SAN GABRIEL,LOS ANGELES,CA",CA,6443150
YUBA,ADVENTIST HEALTH AND RIDEOUT,"726 4TH ST,MARYSVILLE,YUBA,CA",CA,6103
LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE,HOLLYWOOD,LOS ANGELES,CA",CA,6443150
SONOMA,PETALUMA VALLEY HOSPITAL,"400 N MCDOWELL BLVD,PETALUMA,SONOMA,CA",CA,74387
LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,"13652 CANTARA ST,PANORAMA CITY,LOS ANGELES,CA",CA,6443150
LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD,LOS ANGELES,LOS ANGELES,CA",CA,6443150
LOS ANGELES,KAISER FOUNDATION HOSPITAL - DOWNEY,"9333 IMPERIAL HIGHWAY,DOWNEY,LOS ANGELES,CA",CA,6443150
SAN BERNARDINO,KAISER FOUNDATION HOSPITAL FONTANA,"9961 SIERRA AVE,FONTANA,SAN BERNARDINO,CA",CA,753920
MONTEREY,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"23625 W R HOLMAN HIGHWAY,MONTEREY,MONTEREY,CA",CA,97592
LOS ANGELES,CALIFORNIA HOSPITAL MEDICAL CENTER LA,"1401 SOUTH GRAND AVENUE,LOS ANGELES,LOS ANGELES,CA",CA,6443150
NEVADA,SIERRA NEVADA MEMORIAL HOSPITAL,"155 GLASSON WAY,GRASS VALLEY,NEVADA,CA",CA,12221
SAN FRANCISCO,SAINT FRANCIS MEMORIAL HOSPITAL,"900 HYDE ST,SAN FRANCISCO,SAN FRANCISCO,CA",CA,274854
LOS ANGELES,ENCINO HOSPITAL MEDICAL CENTER,"16237 VENTURA BLVD,ENCINO,LOS ANGELES,CA",CA,6443150
VENTURA,VENTURA COUNTY MEDICAL CENTER,"300 HILLMONT AVENUE,VENTURA,VENTURA,CA",CA,171162
SOLANO,60th Medical Group (Travis AFB),"103 Bodin Circle,Fairfield,SOLANO,CA",CA,82156
SAN JOAQUIN,SAN JOAQUIN GENERAL HOSPITAL,"500 W HOSPITAL ROAD,FRENCH CAMP,SAN JOAQUIN,CA",CA,214140
ORANGE,ST JUDE MEDICAL CENTER,"101 E VALENCIA MESA DRIVE,FULLERTON,ORANGE,CA",CA,2564493
LOS ANGELES,PIH HEALTH HOSPITAL-WHITTIER,"12401 WASHINGTON BLVD,WHITTIER,LOS ANGELES,CA",CA,6443150
SONOMA,SANTA ROSA MEMORIAL HOSPITAL,"1165 MONTGOMERY DR,SANTA ROSA,SONOMA,CA",CA,74387
STANISLAUS,EMANUEL MEDICAL CENTER,"825 DELBON AVE,TURLOCK,STANISLAUS,CA",CA,148760
MONTEREY,GEORGE L MEE MEMORIAL HOSPITAL,"300 CANAL STREET,KING CITY,MONTEREY,CA",CA,97592
LOS ANGELES,ST MARY MEDICAL CENTER,"1050 LINDEN AVE,LONG BEACH,LOS ANGELES,CA",CA,6443150
FRESNO,ADVENTIST HEALTH REEDLEY,"372 W CYPRESS AVE,REEDLEY,FRESNO,CA",CA,292011
SANTA CRUZ,WATSONVILLE COMMUNITY HOSPITAL,"75 NIELSON STREET,WATSONVILLE,SANTA CRUZ,CA",CA,105724
ALAMEDA,WASHINGTON HOSPITAL,"2000 MOWRY AVE,FREMONT,ALAMEDA,CA",CA,396526
SAN MATEO,SEQUOIA HOSPITAL,"170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,SAN MATEO,CA",CA,234140
LOS ANGELES,PALMDALE REGIONAL MEDICAL CENTER,"38600 MEDICAL CENTER DRIVE,PALMDALE,LOS ANGELES,CA",CA,6443150
LOS ANGELES,GLENDORA COMMUNITY HOSPITAL,"150 WEST ROUTE 66,GLENDORA,LOS ANGELES,CA",CA,6443150
SAN DIEGO,NH Camp Pendleton,"200 Mercy Circle,Camp Pendleton,SAN DIEGO,CA",CA,929844
ALAMEDA,ALAMEDA HOSPITAL,"2070 CLINTON AVENUE,ALAMEDA,ALAMEDA,CA",CA,396526
SAN DIEGO,SHARP CHULA VISTA MEDICAL CENTER,"751 MEDICAL CENTER COURT,CHULA VISTA,SAN DIEGO,CA",CA,929844
ORANGE,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"ONE HOAG DRIVE,NEWPORT BEACH,ORANGE,CA",CA,2564493
BUTTE,ADVENTIST HEALTH FEATHER RIVER,"5974 PENTZ ROAD,PARADISE,BUTTE,CA",CA,11262
ORANGE,AHMC ANAHEIM REGIONAL MEDICAL CENTER,"1111 W LA PALMA AVENUE,ANAHEIM,ORANGE,CA",CA,2564493
SAN FRANCISCO,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,"1001 POTRERO AVENUE,SAN FRANCISCO,SAN FRANCISCO,CA",CA,274854
SAN DIEGO,NMC San Diego,"34800 Bob Wilson Drive,San Diego,SAN DIEGO,CA",CA,929844
ORANGE,GARDEN GROVE HOSPITAL & MEDICAL CENTER,"12601 GARDEN GROVE BLVD,GARDEN GROVE,ORANGE,CA",CA,2564493
LOS ANGELES,POMONA VALLEY HOSPITAL MEDICAL CENTER,"1798 N GAREY AVE,POMONA,LOS ANGELES,CA",CA,6443150
SAN LUIS OBISPO,FRENCH HOSPITAL MEDICAL CENTER,"1911 JOHNSON AVE,SAN LUIS OBISPO,SAN LUIS OBISPO,CA",CA,41922
SAN DIEGO,SHARP CORONADO HOSPITAL AND HLTHCR CTR,"250 PROSPECT PLACE,CORONADO,SAN DIEGO,CA",CA,929844
LOS ANGELES,PROVIDENCE SAINT JOSEPH MEDICAL CTR,"501 SOUTH BUENA VISTA STREET,BURBANK,LOS ANGELES,CA",CA,6443150
VENTURA,ADVENTIST HEALTH SIMI VALLEY,"2975 N SYCAMORE DR,SIMI VALLEY,VENTURA,CA",CA,171162
LOS ANGELES,METHODIST HOSPITAL OF SOUTHERN CA,"300 W HUNTINGTON DR,ARCADIA,LOS ANGELES,CA",CA,6443150
LOS ANGELES,GLENDALE ADVENTIST MEDICAL CENTER,"1509 E WILSON TERRACE,GLENDALE,LOS ANGELES,CA",CA,6443150
SANTA CRUZ,DOMINICAN HOSPITAL,"1555 SOQUEL DRIVE,SANTA CRUZ,SANTA CRUZ,CA",CA,105724
RIVERSIDE,DESERT REGIONAL MEDICAL CENTER,"1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,RIVERSIDE,CA",CA,1082836
SAN BERNARDINO,ARROWHEAD REGIONAL MEDICAL CENTER,"400 NORTH PEPPER AVENUE,COLTON,SAN BERNARDINO,CA",CA,753920
MONTEREY,NATIVIDAD MEDICAL CENTER,"1441 CONSTITUTION BOULEVARD,SALINAS,MONTEREY,CA",CA,97592
EL DORADO,MARSHALL MEDICAL CENTER,"1100 MARSHALL WAY,PLACERVILLE,EL DORADO,CA",CA,13061
KERN,GOOD SAMARITAN HOSPITAL,"901 OLIVE DRIVE,BAKERSFIELD,KERN,CA",CA,291380
TULARE,SIERRA VIEW MEDICAL CENTER,"465 W PUTNAM AVE,PORTERVILLE,TULARE,CA",CA,249411
LOS ANGELES,RONALD REAGAN UCLA MEDICAL CENTER,"757 WESTWOOD PLAZA,LOS ANGELES,LOS ANGELES,CA",CA,6443150
SAN BERNARDINO,REDLANDS COMMUNITY HOSPITAL,"350 TERRACINA BLVD,REDLANDS,SAN BERNARDINO,CA",CA,753920
LOS ANGELES,PROVIDENCE HOLY CROSS MEDICAL CENTER,"15031 RINALDI ST,MISSION HILLS,LOS ANGELES,CA",CA,6443150
SAN BERNARDINO,HI-DESERT MEDICAL CENTER,"6601 WHITE FEATHER ROAD,JOSHUA TREE,SAN BERNARDINO,CA",CA,753920
SHASTA,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS,REDDING,SHASTA,CA",CA,7528
LOS ANGELES,ALHAMBRA HOSPITAL MEDICAL CENTER,"100 S RAYMOND AVE,ALHAMBRA,LOS ANGELES,CA",CA,6443150
ALAMEDA,STANFORD HEALTH CARE - VALLEYCARE,"5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,ALAMEDA,CA",CA,396526
SAN MATEO,SETON MEDICAL CENTER,"1900 SULLIVAN AVENUE,DALY CITY,SAN MATEO,CA",CA,234140
LOS ANGELES,PROVIDENCE SAINT JOHN'S HEALTH CENTER,"2121 SANTA MONICA BLVD,SANTA MONICA,LOS ANGELES,CA",CA,6443150
SONOMA,SUTTER SANTA ROSA REGIONAL HOSPITAL,"30 MARK WEST SPRINGS ROAD,SANTA ROSA,SONOMA,CA",CA,74387
RIVERSIDE,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,"26520 CACTUS AVENUE,MORENO VALLEY,RIVERSIDE,CA",CA,1082836
KERN,MERCY HOSPITAL,"2215 TRUXTUN AVENUE,BAKERSFIELD,KERN,CA",CA,291380
SAN BENITO,HAZEL HAWKINS MEMORIAL HOSPITAL,"911 SUNSET DRIVE,HOLLISTER,SAN BENITO,CA",CA,14649
SAN BERNARDINO,BARSTOW COMMUNITY HOSPITAL,"820 E MOUNTAIN VIEW STREET,BARSTOW,SAN BERNARDINO,CA",CA,753920
SAN BERNARDINO,ST MARY MEDICAL CENTER,"18300 HIGHWAY 18,APPLE VALLEY,SAN BERNARDINO,CA",CA,753920
MENDOCINO,ADVENTIST HEALTH UKIAH VALLEY,"275 HOSPITAL DRIVE,UKIAH,MENDOCINO,CA",CA,4805
ALAMEDA,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,"2450 ASHBY AVENUE,BERKELEY,ALAMEDA,CA",CA,396526
SANTA CLARA,EL CAMINO HOSPITAL,"2500 GRANT ROAD,MOUNTAIN VIEW,SANTA CLARA,CA",CA,364351
PLACER,SUTTER ROSEVILLE MEDICAL CENTER,"ONE MEDICAL PLAZA,ROSEVILLE,PLACER,CA",CA,43156
SAN JOAQUIN,SUTTER TRACY COMMUNITY HOSPITAL,"1420 NORTH TRACY BLVD,TRACY,SAN JOAQUIN,CA",CA,214140
KERN,KERN MEDICAL CENTER,"1700 MOUNT VERNON AVENUE,BAKERSFIELD,KERN,CA",CA,291380
ALAMEDA,HIGHLAND HOSPITAL,"1411 EAST 31ST STREET,OAKLAND,ALAMEDA,CA",CA,396526
SAN DIEGO,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,"9888 GENESEE AVENUE,LA JOLLA,SAN DIEGO,CA",CA,929844
SAN BERNARDINO,LOMA LINDA UNIVERSITY MEDICAL CENTER,"11234 ANDERSON ST,LOMA LINDA,SAN BERNARDINO,CA",CA,753920
RIVERSIDE,CORONA REGIONAL MEDICAL CENTER,"800 SOUTH MAIN STREET,CORONA,RIVERSIDE,CA",CA,1082836
MONTEREY,SALINAS VALLEY MEMORIAL HOSPITAL,"450 EAST ROMIE LANE,SALINAS,MONTEREY,CA",CA,97592
TUOLUMNE,ADVENTIST HEALTH SONORA,"1000 GREENLEY ROAD,SONORA,TUOLUMNE,CA",CA,1757
SAN JOAQUIN,ADVENTIST HEALTH LODI MEMORIAL,"975 S FAIRMONT AVENUE,LODI,SAN JOAQUIN,CA",CA,214140
IMPERIAL,PIONEERS MEMORIAL HEALTHCARE DISTRICT,"207 WEST LEGION ROAD,BRAWLEY,IMPERIAL,CA",CA,310214
ORANGE,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,"101 CITY DRIVE SOUTH,ORANGE,ORANGE,CA",CA,2564493
LOS ANGELES,BEVERLY HOSPITAL,"309 W BEVERLY BLVD,MONTEBELLO,LOS ANGELES,CA",CA,6443150
LOS ANGELES,TORRANCE MEMORIAL MEDICAL CENTER,"3330 LOMITA BLVD,TORRANCE,LOS ANGELES,CA",CA,6443150
EL DORADO,BARTON MEMORIAL HOSPITAL,"2170 SOUTH AVENUE,SOUTH LAKE TAHOE,EL DORADO,CA",CA,13061
LOS ANGELES,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,"4101 TORRANCE BLVD,TORRANCE,LOS ANGELES,CA",CA,6443150
